River,Date Sampled,Year,Month,Date as Text,Sampling Conditions,Parameter,Result,Result Less Than or Equal To,Result Unit,Guideline Value,Guideline Unit,Guideline Source
Winter River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Fluopyram,< 0.01,0.01,ng/ml,,,
Winter River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Hexazinone,< 0.02,0.02,ng/ml,7,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Imidacloprid,< 0.02,0.02,ng/ml,0.041,ng/ml,Health Canada Guidance Value
Winter River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Linuron,< 0.02,0.02,ng/ml,7,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Winter River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Mandipropamid,< 0.01,0.01,ng/ml,,,
Winter River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Metalaxyl,< 0.03,0.03,ng/ml,100,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Methamidophos,< 0.5,0.5,ng/ml,4.5,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Metobromuron,< 0.03,0.03,ng/ml,,,
Winter River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Metolachlor,< 0.01,0.01,ng/ml,,,
West River,"Jun 10, 2019",2019,6,2019-06-10T00:00:00.000,wet weather,Azinphosmethyl,< 0.03,0.03,ng/ml,,,
Winter River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Metribuzin,< 0.03,0.03,ng/ml,1,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Winter River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Oxathiapiprolin,< 0.01,0.01,ng/ml,,,
Winter River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Penflufen,< 0.01,0.01,ng/ml,,,
Winter River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Phorate,< 0.01,0.01,ng/ml,0.21,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Phosmet,< 0.1,0.1,ng/ml,,,
Winter River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Propiconazole,< 0.02,0.02,ng/ml,21,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Propyzamide,< 0.01,0.01,ng/ml,,,
Winter River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Pyraclostrobin,< 0.01,0.01,ng/ml,,,
Winter River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Rimsulfuron,< 0.02,0.02,ng/ml,11.6,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Terbacil,< 0.01,0.01,ng/ml,,,
Winter River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Thiabendazole,< 0.02,0.02,ng/ml,42,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Thiamethoxam,< 0.01,0.01,ng/ml,0.3,ng/ml,Health Canada Guidance Value
Winter River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Thifensulfuron-methyl,< 0.02,0.02,ng/ml,1.59,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Thiophanate-methyl,< 0.02,0.02,ng/ml,930,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Tribenuron-methyl,< 0.04,0.04,ng/ml,2,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Trifluralin,< 0.02,0.02,ng/ml,,,
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Glyphosate,< 2.0,2,ng/ml,800,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),AMPA,< 2.0,2,ng/ml,,,
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Endosulfan I,< 0.01,0.01,ng/ml,0.006,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Endosulfan II,< 0.01,0.01,ng/ml,0.006,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Cypermethrin,< 0.01,0.01,ng/ml,0.069,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Permethrin,< 0.01,0.01,ng/ml,0.004,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Chlorpyrifos,< 0.01,0.01,ng/ml,0.002,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Captan,< 0.02,0.02,ng/ml,,,
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Chlorothalonil,< 0.02,0.02,ng/ml,0.18,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),4-hydroxy chlorothalonil,< 0.02,0.02,ng/ml,,,
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Atrazine,< 0.03,0.03,ng/ml,1.8,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Azinphos-methyl,< 0.03,0.03,ng/ml,0.036,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Azoxystrobin,< 0.02,0.02,ng/ml,44,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Bentazone,< 0.03,0.03,ng/ml,,,
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Boscalid,< 0.01,0.01,ng/ml,,,
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Carbofuran,< 0.02,0.02,ng/ml,1.8,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Chlorantraniliprole,0.04,0.04,ng/ml,4.5,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Clothianidin,0.05,0.05,ng/ml,0.02,ng/ml,Health Canada Guidance Value
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Diazinon,< 0.01,0.01,ng/ml,,,
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Difenoconazole,< 0.02,0.02,ng/ml,,,
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Dimethoate,< 0.04,0.04,ng/ml,6.2,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Fenamidone,< 0.01,0.01,ng/ml,,,
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Fluazifop-p-butyl,< 0.02,0.02,ng/ml,203,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Fluazinam,< 0.5,0.5,ng/ml,,,
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Fludioxonil,< 0.01,0.01,ng/ml,19,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Fluopyram,< 0.01,0.01,ng/ml,,,
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Hexazinone,< 0.02,0.02,ng/ml,7,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Imidacloprid,< 0.02,0.02,ng/ml,0.041,ng/ml,Health Canada Guidance Value
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Linuron,< 0.02,0.02,ng/ml,7,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Mandipropamid,< 0.01,0.01,ng/ml,,,
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Metalaxyl,< 0.03,0.03,ng/ml,100,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Methamidophos,< 0.5,0.5,ng/ml,4.5,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Metobromuron,< 0.03,0.03,ng/ml,,,
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Metolachlor,< 0.01,0.01,ng/ml,,,
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Metribuzin,< 0.03,0.03,ng/ml,1,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Oxathiapiprolin,< 0.01,0.01,ng/ml,,,
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Penflufen,< 0.01,0.01,ng/ml,,,
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Phorate,< 0.01,0.01,ng/ml,0.21,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Phosmet,< 0.1,0.1,ng/ml,,,
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Propiconazole,< 0.02,0.02,ng/ml,21,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Propyzamide,< 0.01,0.01,ng/ml,,,
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Pyraclostrobin,< 0.01,0.01,ng/ml,,,
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Rimsulfuron,< 0.02,0.02,ng/ml,11.6,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Terbacil,< 0.01,0.01,ng/ml,,,
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Thiabendazole,< 0.02,0.02,ng/ml,42,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Thiamethoxam,0.01,0.01,ng/ml,0.3,ng/ml,Health Canada Guidance Value
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Thifensulfuron-methyl,< 0.02,0.02,ng/ml,1.59,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Thiophanate-methyl,< 0.02,0.02,ng/ml,930,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Tribenuron-methyl,< 0.04,0.04,ng/ml,2,ng/ml,USEPA Aquatic Life Benchmark
Montague River,"Sep 16, 2020",2020,9,2020-09-16T00:00:00.000,normal (dry),Trifluralin,< 0.02,0.02,ng/ml,,,
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Glyphosate,< 2.0,2,ng/ml,800,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),AMPA,< 2.0,2,ng/ml,,,
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Endosulfan I,< 0.01,0.01,ng/ml,0.006,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Endosulfan II,< 0.01,0.01,ng/ml,0.006,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Cypermethrin,< 0.01,0.01,ng/ml,0.069,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Permethrin,< 0.01,0.01,ng/ml,0.004,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Chlorpyrifos,< 0.01,0.01,ng/ml,0.002,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Captan,< 0.02,0.02,ng/ml,,,
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Chlorothalonil,< 0.02,0.02,ng/ml,0.18,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),4-hydroxy chlorothalonil,< 0.02,0.02,ng/ml,,,
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Atrazine,< 0.03,0.03,ng/ml,1.8,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Azinphos-methyl,< 0.03,0.03,ng/ml,0.036,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Azoxystrobin,< 0.02,0.02,ng/ml,44,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Bentazone,< 0.03,0.03,ng/ml,,,
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Boscalid,< 0.01,0.01,ng/ml,,,
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Carbofuran,< 0.02,0.02,ng/ml,1.8,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Chlorantraniliprole,0.08,0.08,ng/ml,4.5,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Clothianidin,0.13,0.13,ng/ml,0.02,ng/ml,Health Canada Guidance Value
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Diazinon,< 0.01,0.01,ng/ml,,,
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Difenoconazole,< 0.02,0.02,ng/ml,,,
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Dimethoate,< 0.04,0.04,ng/ml,6.2,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Fenamidone,< 0.01,0.01,ng/ml,,,
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Fluazifop-p-butyl,< 0.02,0.02,ng/ml,203,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Fluazinam,< 0.5,0.5,ng/ml,,,
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Fludioxonil,< 0.01,0.01,ng/ml,19,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Fluopyram,< 0.01,0.01,ng/ml,,,
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Hexazinone,< 0.02,0.02,ng/ml,7,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Imidacloprid,< 0.02,0.02,ng/ml,0.041,ng/ml,Health Canada Guidance Value
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Linuron,< 0.02,0.02,ng/ml,7,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Mandipropamid,< 0.01,0.01,ng/ml,,,
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Metalaxyl,< 0.03,0.03,ng/ml,100,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Methamidophos,< 0.5,0.5,ng/ml,4.5,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Metobromuron,< 0.03,0.03,ng/ml,,,
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Metolachlor,< 0.01,0.01,ng/ml,,,
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Metribuzin,< 0.03,0.03,ng/ml,1,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Oxathiapiprolin,< 0.01,0.01,ng/ml,,,
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Penflufen,< 0.01,0.01,ng/ml,,,
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Phorate,< 0.01,0.01,ng/ml,0.21,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Phosmet,< 0.1,0.1,ng/ml,,,
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Propiconazole,< 0.02,0.02,ng/ml,21,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Propyzamide,< 0.01,0.01,ng/ml,,,
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Pyraclostrobin,< 0.01,0.01,ng/ml,,,
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Rimsulfuron,< 0.02,0.02,ng/ml,11.6,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Terbacil,< 0.01,0.01,ng/ml,,,
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Thiabendazole,< 0.02,0.02,ng/ml,42,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Thiamethoxam,< 0.01,0.01,ng/ml,0.3,ng/ml,Health Canada Guidance Value
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Thifensulfuron-methyl,< 0.02,0.02,ng/ml,1.59,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Thiophanate-methyl,< 0.02,0.02,ng/ml,930,ng/ml,USEPA Aquatic Life Benchmark
Mill River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Tribenuron-methyl,< 0.04,0.04,ng/ml,2,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Glyphosate,< 2.0,2,ng/ml,800,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),AMPA,< 2.0,2,ng/ml,,,
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Endosulfan I,< 0.01,0.01,ng/ml,0.006,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Endosulfan II,< 0.01,0.01,ng/ml,0.006,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Cypermethrin,< 0.01,0.01,ng/ml,0.069,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Permethrin,< 0.01,0.01,ng/ml,0.004,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Chlorpyrifos,< 0.01,0.01,ng/ml,0.002,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Captan,< 0.02,0.02,ng/ml,,,
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Chlorothalonil,< 0.02,0.02,ng/ml,0.18,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),4-hydroxy chlorothalonil,< 0.02,0.02,ng/ml,,,
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Atrazine,< 0.03,0.03,ng/ml,1.8,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Azinphos-methyl,< 0.03,0.03,ng/ml,0.036,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Azoxystrobin,< 0.02,0.02,ng/ml,44,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Bentazone,< 0.03,0.03,ng/ml,,,
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Boscalid,< 0.01,0.01,ng/ml,,,
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Carbofuran,< 0.02,0.02,ng/ml,1.8,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Chlorantraniliprole,< 0.02,0.02,ng/ml,4.5,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Clothianidin,0.03,0.03,ng/ml,0.02,ng/ml,Health Canada Guidance Value
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Diazinon,< 0.01,0.01,ng/ml,,,
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Difenoconazole,< 0.02,0.02,ng/ml,,,
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Dimethoate,< 0.04,0.04,ng/ml,6.2,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Fenamidone,< 0.01,0.01,ng/ml,,,
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Fluazifop-p-butyl,< 0.02,0.02,ng/ml,203,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Fluazinam,< 0.5,0.5,ng/ml,,,
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Fludioxonil,< 0.01,0.01,ng/ml,19,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Fluopyram,< 0.01,0.01,ng/ml,,,
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Hexazinone,< 0.02,0.02,ng/ml,7,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Imidacloprid,< 0.02,0.02,ng/ml,0.041,ng/ml,Health Canada Guidance Value
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Linuron,< 0.02,0.02,ng/ml,7,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Mandipropamid,< 0.01,0.01,ng/ml,,,
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Metalaxyl,< 0.03,0.03,ng/ml,100,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Methamidophos,< 0.5,0.5,ng/ml,4.5,ng/ml,USEPA Aquatic Life Benchmark
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Metobromuron,< 0.03,0.03,ng/ml,,,
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Metolachlor,< 0.01,0.01,ng/ml,,,
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Metribuzin,< 0.03,0.03,ng/ml,1,ng/ml,The Canadian Long term freshwater Water Quality Guideline for the Protection of Aquatic Life
Winter River,"Aug 11, 2020",2020,8,2020-08-11T00:00:00.000,normal (dry),Oxathiapiprolin,< 0.01,0.01,ng/ml,,,
